# 1: Detection or Track-id,  2: Video or Image Identifier,  3: Unique Frame Identifier,  4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),  8: Detection or Length Confidence,  9: Target Length (0 or -1 if invalid),  10-11+: Repeated Species, Confidence Pairs or Attributes
# Written on: Mon Dec 13 08:57:47 2021   by: write_detected_object_set_viame_csv
1243,Produce_02040.jpg,16,1910,1955,2013,2056,1,0,covered_urchin,1
1244,Produce_02040.jpg,16,1893,1856,2029,1984,1,0,urchin,1
1245,Produce_02040.jpg,16,2219.18,1878.09,2361.82,2017.27,1,0,urchin,1
1246,Produce_02040.jpg,16,2262,2129,2357,2160,1,0,urchin,1
1247,Produce_02040.jpg,16,2492.67,1559,2573.67,1645,1,0,covered_urchin,1
1248,Produce_02040.jpg,16,2547,1495,2663,1620,1,0,urchin,1
1249,Produce_02040.jpg,16,2651,1931,2881,2160,1,0,urchin,1
1250,Produce_02040.jpg,16,2767,1452,2981,1662,1,0,urchin,1
1251,Produce_02040.jpg,16,3046,1605,3243,1799,1,0,urchin,1
1252,Produce_02040.jpg,16,3086.38,1788.88,3180.38,1877,1,0,covered_urchin,1
1253,Produce_02040.jpg,16,2587.33,1996,2684.33,2089,1,0,covered_urchin,1
1254,Produce_02040.jpg,16,2948,1641,3018,1707,1,0,urchin,1
1255,Produce_02040.jpg,16,2413,1281,2538,1398,1,0,urchin,1
1256,Produce_02040.jpg,16,2593,1015,2800,1210,1,0,urchin,1
1257,Produce_02040.jpg,16,3282.33,1303.33,3353.33,1383.33,1,0,covered_urchin,1
1258,Produce_02040.jpg,16,3192,1163.78,3268,1238.78,1,0,covered_urchin,1
1259,Produce_02040.jpg,16,3111,948,3191,1026,1,0,covered_urchin,1
1260,Produce_02040.jpg,16,3315.13,843,3361,935,1,0,urchin,1
1261,Produce_02040.jpg,16,2891.82,533,3080.82,711,1,0,urchin,1
1262,Produce_02040.jpg,16,3071,95,3106,136,1,0,baby_star,1
1263,Produce_02040.jpg,16,2471,532,2561,629,1,0,urchin,1
1264,Produce_02040.jpg,16,2214,464,2313,559,1,0,urchin,1
1265,Produce_02040.jpg,16,2052.5,257.5,2225.5,433.5,1,0,urchin,1
1266,Produce_02040.jpg,16,2537,570,2640,675,1,0,covered_urchin,1
1267,Produce_02040.jpg,16,3161.67,515.556,3316.67,664.556,1,0,urchin,1
1268,Produce_02040.jpg,16,2863,330.8,2960,413.8,1,0,covered_urchin,1
1269,Produce_02040.jpg,16,2724,336,2824,438,1,0,covered_urchin,1
1270,Produce_02040.jpg,16,2520,236.333,2598,329.333,1,0,covered_urchin,1
1271,Produce_02040.jpg,16,2662.5,394,2711.5,450,1,0,covered_urchin,1
1272,Produce_02040.jpg,16,2564.67,-1.66667,2636.67,68.3333,1,0,covered_urchin,1
1273,Produce_02040.jpg,16,3195,180,3348,327,1,0,urchin,1
1274,Produce_02040.jpg,16,2174.67,590.167,2256.67,674.167,1,0,covered_urchin,1
1275,Produce_02040.jpg,16,3234.4,1853.4,3321.4,1940.4,1,0,covered_urchin,1
1276,Produce_02040.jpg,16,1698,1609,1768,1681,1,0,covered_urchin,1
1277,Produce_02040.jpg,16,1867,1756,1941,1830,1,0,covered_urchin,1
1278,Produce_02040.jpg,16,1691,1092,1759,1169,1,0,covered_urchin,1
1279,Produce_02040.jpg,16,1437.5,1224.83,1515.5,1290.83,1,0,covered_urchin,1
1280,Produce_02040.jpg,16,1230,1151.67,1325,1217.67,1,0,covered_urchin,1
1281,Produce_02040.jpg,16,480,1122,515,1159,1,0,covered_urchin,1
1282,Produce_02040.jpg,16,2614.5,1221.25,2686.5,1292.25,1,0,covered_urchin,1
1283,Produce_02160.jpg,17,481,1172,596,1372,1,0,urchin,1
1284,Produce_02160.jpg,17,891,1050,1020,1175,1,0,urchin,1
1285,Produce_02160.jpg,17,1541,832,1666,958,1,0,urchin,1
1286,Produce_02160.jpg,17,1853,1162,1892,1197,1,0,baby_star,1
1287,Produce_02160.jpg,17,854.111,360.111,995.111,498.111,1,0,urchin,1
1288,Produce_02160.jpg,17,695,353,885,535,1,0,urchin,1
1289,Produce_02160.jpg,17,790,613,901,723,1,0,urchin,1
1290,Produce_02160.jpg,17,788,852.667,1015,1078.67,1,0,covered_urchin,1
1291,Produce_02160.jpg,17,862,178.333,990,309.333,1,0,urchin,1
1292,Produce_02160.jpg,17,672,-1,841,98,1,0,urchin,1
1293,Produce_02160.jpg,17,1071,220.5,1144,301.5,1,0,covered_urchin,1
1294,Produce_02160.jpg,17,1427,0,1577,133,1,0,urchin,1
1295,Produce_02160.jpg,17,1326.67,120.444,1404.67,189.444,1,0,covered_urchin,1
1296,Produce_02160.jpg,17,1238.43,275.571,1358.43,398.571,1,0,urchin,1
1297,Produce_02160.jpg,17,1695,65,1787,163,1,0,urchin,1
1298,Produce_02160.jpg,17,1467,121,1540,201,1,0,urchin,1
1299,Produce_02160.jpg,17,1400,647,1511,751,1,0,urchin,1
1300,Produce_02160.jpg,17,1568.57,554,1670.57,654,1,0,covered_urchin,1
1301,Produce_02160.jpg,17,1810.57,298.571,1917.57,409.571,1,0,covered_urchin,1
1302,Produce_02160.jpg,17,876.8,570.8,977.8,660.8,1,0,urchin,1
1303,Produce_02160.jpg,17,1335,1525,1525,1726,1,0,urchin,1
1304,Produce_02160.jpg,17,1055.67,1324.67,1147.67,1415.67,1,0,covered_urchin,1
1305,Produce_02160.jpg,17,984.5,1361.5,1065.5,1436.5,1,0,covered_urchin,1
1306,Produce_02160.jpg,17,952.667,1488,1027.67,1543,1,0,covered_urchin,1
1307,Produce_02160.jpg,17,961,1678,1071,1789,1,0,urchin,1
1308,Produce_02160.jpg,17,656,1615,771,1723,1,0,urchin,1
1309,Produce_02160.jpg,17,480,1737,602.5,1872,1,0,urchin,1
1310,Produce_02160.jpg,17,475,2089,658,2160,1,0,urchin,1
1311,Produce_02160.jpg,17,875,1960,1037,2138,1,0,urchin,1
1312,Produce_02160.jpg,17,918,2101,1101,2159,1,0,urchin,1
1313,Produce_02160.jpg,17,1132,1797,1268,1948,1,0,urchin,1
1314,Produce_02160.jpg,17,1353.73,1714.36,1454.73,1806.36,1,0,urchin,1
1315,Produce_02160.jpg,17,1394.25,1862,1487.25,1961,1,0,covered_urchin,1
1316,Produce_02160.jpg,17,1851.33,2041,2037.33,2160.33,1,0,urchin,1
1317,Produce_02160.jpg,17,1910,1955,2013,2060,1,0,covered_urchin,1
1318,Produce_02160.jpg,17,1893,1856,2029,1984,1,0,urchin,1
1319,Produce_02160.jpg,17,2219.82,1878.91,2362.18,2017.73,1,0,urchin,1
1320,Produce_02160.jpg,17,2262,2130,2357,2160,1,0,urchin,1
1321,Produce_02160.jpg,17,2494,1560,2575,1646,1,0,covered_urchin,1
1322,Produce_02160.jpg,17,2548.5,1496,2664.5,1621,1,0,urchin,1
1323,Produce_02160.jpg,17,2651,1933,2881,2160,1,0,urchin,1
1324,Produce_02160.jpg,17,2765,1466,2990,1676,1,0,urchin,1
1325,Produce_02160.jpg,17,3034.67,1603.33,3231.67,1797.33,1,0,urchin,1
1326,Produce_02160.jpg,17,3086.75,1789.75,3180.75,1879,1,0,covered_urchin,1
1327,Produce_02160.jpg,17,2584.67,1993.5,2681.67,2086.5,1,0,covered_urchin,1
1328,Produce_02160.jpg,17,2948,1643.75,3016.75,1707,1,0,urchin,1
1329,Produce_02160.jpg,17,2403,1280,2528,1397,1,0,urchin,1
1330,Produce_02160.jpg,17,2590,1016,2793.67,1211,1,0,urchin,1
1331,Produce_02160.jpg,17,3283,1305,3354,1385,1,0,covered_urchin,1
1332,Produce_02160.jpg,17,3192,1163.56,3268,1238.56,1,0,covered_urchin,1
1333,Produce_02160.jpg,17,3111.22,948.444,3191.22,1026.44,1,0,covered_urchin,1
1334,Produce_02160.jpg,17,3315,843,3361,935,1,0,urchin,1
1335,Produce_02160.jpg,17,2891.55,534,3080.55,712,1,0,urchin,1
1336,Produce_02160.jpg,17,3077,107.5,3112,148.5,1,0,baby_star,1
1337,Produce_02160.jpg,17,2475.25,528,2565.25,625,1,0,urchin,1
1338,Produce_02160.jpg,17,2214,463.833,2313,558.833,1,0,urchin,1
1339,Produce_02160.jpg,17,2077,277,2252,456,1,0,urchin,1
1340,Produce_02160.jpg,17,2539.75,570.75,2642.75,675.75,1,0,covered_urchin,1
1341,Produce_02160.jpg,17,3162,515.333,3317,664.333,1,0,urchin,1
1342,Produce_02160.jpg,17,2853,327,2950,410,1,0,covered_urchin,1
1343,Produce_02160.jpg,17,2722.33,337.667,2822.33,439.667,1,0,covered_urchin,1
1344,Produce_02160.jpg,17,2521,236.5,2599,329.5,1,0,covered_urchin,1
1345,Produce_02160.jpg,17,2661.67,394.667,2710.67,450.667,1,0,covered_urchin,1
1346,Produce_02160.jpg,17,2564.5,-1.5,2636.5,68.5,1,0,covered_urchin,1
1347,Produce_02160.jpg,17,3197,237,3350,384,1,0,urchin,1
1348,Produce_02160.jpg,17,2174.33,590.333,2256.33,674.333,1,0,covered_urchin,1
1349,Produce_02160.jpg,17,3233.8,1852.8,3320.8,1939.8,1,0,covered_urchin,1
1350,Produce_02160.jpg,17,1698.17,1609.33,1768.17,1681.33,1,0,covered_urchin,1
1351,Produce_02160.jpg,17,1865,1765,1939,1839,1,0,covered_urchin,1
1352,Produce_02160.jpg,17,1690.57,1092,1758.57,1169,1,0,covered_urchin,1
1353,Produce_02160.jpg,17,1437,1223.67,1515,1289.67,1,0,covered_urchin,1
1354,Produce_02160.jpg,17,1219,1151,1314,1217,1,0,covered_urchin,1
1355,Produce_02160.jpg,17,2614,1220.5,2686,1291.5,1,0,covered_urchin,1
1356,Produce_02280.jpg,18,480,1208,551,1372,1,0,urchin,1
1357,Produce_02280.jpg,18,891,1054,1020,1179,1,0,urchin,1
1358,Produce_02280.jpg,18,1541,832,1666,958,1,0,urchin,1
1359,Produce_02280.jpg,18,1843.5,1145.5,1885,1181,1,0,baby_star,1
1360,Produce_02280.jpg,18,855.667,360.667,996.667,498.667,1,0,urchin,1
1361,Produce_02280.jpg,18,705.8,372.8,895.8,554.8,1,0,urchin,1
1362,Produce_02280.jpg,18,787,608,898,718,1,0,urchin,1
1363,Produce_02280.jpg,18,788.5,853.083,1015.5,1079.08,1,0,covered_urchin,1
1364,Produce_02280.jpg,18,869,199,997,330,1,0,urchin,1
1365,Produce_02280.jpg,18,672,-1,841,98,1,0,urchin,1
1366,Produce_02280.jpg,18,1074,230,1147,311,1,0,covered_urchin,1
1367,Produce_02280.jpg,18,1427,0,1577,133,1,0,urchin,1
1368,Produce_02280.jpg,18,1326.33,120.556,1404.33,189.556,1,0,covered_urchin,1
1369,Produce_02280.jpg,18,1238.86,277.143,1358.86,400.143,1,0,urchin,1
1370,Produce_02280.jpg,18,1686.67,80.3333,1778.67,178.333,1,0,urchin,1
1371,Produce_02280.jpg,18,1461.2,120.8,1534.2,200.8,1,0,urchin,1
1372,Produce_02280.jpg,18,1400,647,1511,751,1,0,urchin,1
1373,Produce_02280.jpg,18,1569.86,557,1671.86,657,1,0,covered_urchin,1
1374,Produce_02280.jpg,18,1809.71,298.714,1916.71,409.714,1,0,covered_urchin,1
1375,Produce_02280.jpg,18,872.2,570.2,973.2,660.2,1,0,urchin,1
1376,Produce_02280.jpg,18,1335,1525,1525,1726,1,0,urchin,1
1377,Produce_02280.jpg,18,1054.5,1326,1146.5,1417,1,0,covered_urchin,1
1378,Produce_02280.jpg,18,983.75,1360.75,1064.75,1435.75,1,0,covered_urchin,1
1379,Produce_02280.jpg,18,954,1487,1029,1542,1,0,covered_urchin,1
1380,Produce_02280.jpg,18,961,1680,1071,1791,1,0,urchin,1
1381,Produce_02280.jpg,18,656,1615,771,1723,1,0,urchin,1
1382,Produce_02280.jpg,18,480,1737,607,1872,1,0,urchin,1
1383,Produce_02280.jpg,18,475,2089,658,2160,1,0,urchin,1
1384,Produce_02280.jpg,18,875,1960,1037,2138,1,0,urchin,1
1385,Produce_02280.jpg,18,918,2101,1101,2159,1,0,urchin,1
1386,Produce_02280.jpg,18,1132,1797,1268,1948,1,0,urchin,1
1387,Produce_02280.jpg,18,1353.09,1714.55,1454.09,1806.55,1,0,urchin,1
1388,Produce_02280.jpg,18,1392.88,1862,1485.88,1961,1,0,covered_urchin,1
1389,Produce_02280.jpg,18,1859,2045,2045,2160,1,0,urchin,1
1390,Produce_02280.jpg,18,1910,1955,2013,2061.33,1,0,covered_urchin,1
1391,Produce_02280.jpg,18,1893,1856,2029,1984,1,0,urchin,1
1392,Produce_02280.jpg,18,2220.45,1879.73,2362.55,2018.18,1,0,urchin,1
1393,Produce_02280.jpg,18,2262,2131,2357,2160,1,0,urchin,1
1394,Produce_02280.jpg,18,2495.33,1561,2576.33,1647,1,0,covered_urchin,1
1395,Produce_02280.jpg,18,2550,1497,2666,1622,1,0,urchin,1
1396,Produce_02280.jpg,18,2651,1936,2881,2160,1,0,urchin,1
1397,Produce_02280.jpg,18,2769.67,1480,2994.67,1690,1,0,urchin,1
1398,Produce_02280.jpg,18,3023.33,1601.67,3220.33,1795.67,1,0,urchin,1
1399,Produce_02280.jpg,18,3087.13,1790.63,3181.13,1881,1,0,covered_urchin,1
1400,Produce_02280.jpg,18,2582,1991,2679,2084,1,0,covered_urchin,1
1401,Produce_02280.jpg,18,2948,1646.5,3015.5,1707,1,0,urchin,1
1402,Produce_02280.jpg,18,2392,1281,2517,1398,1,0,urchin,1
1403,Produce_02280.jpg,18,2587,1017,2787.33,1212,1,0,urchin,1
1404,Produce_02280.jpg,18,3284,1305.33,3355,1385.33,1,0,covered_urchin,1
1405,Produce_02280.jpg,18,3192,1163.33,3268,1238.33,1,0,covered_urchin,1
1406,Produce_02280.jpg,18,3111.44,948.889,3191.44,1026.89,1,0,covered_urchin,1
1407,Produce_02280.jpg,18,3315.5,843,3361,935,1,0,urchin,1
1408,Produce_02280.jpg,18,2891.27,535,3080.27,713,1,0,urchin,1
1409,Produce_02280.jpg,18,3083,120,3118,161,1,0,baby_star,1
1410,Produce_02280.jpg,18,2479.5,524,2569.5,621,1,0,urchin,1
1411,Produce_02280.jpg,18,2214,463.667,2313,558.667,1,0,urchin,1
1412,Produce_02280.jpg,18,2090.5,293.5,2265.5,472.5,1,0,urchin,1
1413,Produce_02280.jpg,18,2542.5,571.5,2645.5,676.5,1,0,covered_urchin,1
1414,Produce_02280.jpg,18,3162.33,515.111,3317.33,664.111,1,0,urchin,1
1415,Produce_02280.jpg,18,2852,327.444,2949,410.444,1,0,covered_urchin,1
1416,Produce_02280.jpg,18,2720.67,339.333,2820.67,441.333,1,0,covered_urchin,1
1417,Produce_02280.jpg,18,2522,236.667,2600,329.667,1,0,covered_urchin,1
1418,Produce_02280.jpg,18,2660.83,395.333,2709.83,451.333,1,0,covered_urchin,1
1419,Produce_02280.jpg,18,2564.33,-1.33333,2636.33,68.6667,1,0,covered_urchin,1
1420,Produce_02280.jpg,18,3200,278,3353,425,1,0,urchin,1
1421,Produce_02280.jpg,18,2174,590.5,2256,674.5,1,0,covered_urchin,1
1422,Produce_02280.jpg,18,3233.2,1852.2,3320.2,1939.2,1,0,covered_urchin,1
1423,Produce_02280.jpg,18,1698.33,1609.67,1768.33,1681.67,1,0,covered_urchin,1
1424,Produce_02280.jpg,18,1863,1774,1937,1848,1,0,covered_urchin,1
1425,Produce_02280.jpg,18,1690.14,1092,1758.14,1169,1,0,covered_urchin,1
1426,Produce_02280.jpg,18,1436.5,1222.5,1514.5,1288.5,1,0,covered_urchin,1
1427,Produce_02280.jpg,18,1219.33,1146.33,1314.33,1212.33,1,0,covered_urchin,1
1428,Produce_02280.jpg,18,2613.5,1219.75,2685.5,1290.75,1,0,covered_urchin,1
1429,Produce_02400.jpg,19,476,1275,521,1398,1,0,urchin,1
1430,Produce_02400.jpg,19,884.5,1062.5,1013.5,1187.5,1,0,urchin,1
1431,Produce_02400.jpg,19,1541,832,1666,958,1,0,urchin,1
1432,Produce_02400.jpg,19,1834,1129,1878,1165,1,0,baby_star,1
1433,Produce_02400.jpg,19,857.222,361.222,998.222,499.222,1,0,urchin,1
1434,Produce_02400.jpg,19,716.6,392.6,906.6,574.6,1,0,urchin,1
1435,Produce_02400.jpg,19,768.5,604.75,879.5,714.75,1,0,urchin,1
1436,Produce_02400.jpg,19,789,853.5,1016,1079.5,1,0,covered_urchin,1
1437,Produce_02400.jpg,19,872.2,202.2,1000.2,333.2,1,0,urchin,1
1438,Produce_02400.jpg,19,672,-1,841,98,1,0,urchin,1
1439,Produce_02400.jpg,19,1078,234,1151,315,1,0,covered_urchin,1
1440,Produce_02400.jpg,19,1427,0,1577,133,1,0,urchin,1
1441,Produce_02400.jpg,19,1326,120.667,1404,189.667,1,0,covered_urchin,1
1442,Produce_02400.jpg,19,1239.29,278.714,1359.29,401.714,1,0,urchin,1
1443,Produce_02400.jpg,19,1678.33,95.6667,1770.33,193.667,1,0,urchin,1
1444,Produce_02400.jpg,19,1455.4,120.6,1528.4,200.6,1,0,urchin,1
1445,Produce_02400.jpg,19,1400,647,1511,751,1,0,urchin,1
1446,Produce_02400.jpg,19,1571.14,560,1673.14,660,1,0,covered_urchin,1
1447,Produce_02400.jpg,19,1808.86,298.857,1915.86,409.857,1,0,covered_urchin,1
1448,Produce_02400.jpg,19,867.6,569.6,968.6,659.6,1,0,urchin,1
1449,Produce_02400.jpg,19,1334.67,1525.17,1524.67,1726.17,1,0,urchin,1
1450,Produce_02400.jpg,19,1053.33,1327.33,1145.33,1418.33,1,0,covered_urchin,1
1451,Produce_02400.jpg,19,983,1360,1064,1435,1,0,covered_urchin,1
1452,Produce_02400.jpg,19,955.333,1486,1030.33,1541,1,0,covered_urchin,1
1453,Produce_02400.jpg,19,960.4,1682,1070.4,1793,1,0,urchin,1
1454,Produce_02400.jpg,19,656,1615,771,1723,1,0,urchin,1
1455,Produce_02400.jpg,19,480,1736.67,606.667,1871.67,1,0,urchin,1
1456,Produce_02400.jpg,19,475,2089,658,2160,1,0,urchin,1
1457,Produce_02400.jpg,19,875,1960,1037,2138,1,0,urchin,1
1458,Produce_02400.jpg,19,918,2101,1101,2159,1,0,urchin,1
1459,Produce_02400.jpg,19,1132,1797,1268,1948,1,0,urchin,1
1460,Produce_02400.jpg,19,1352.45,1714.73,1453.45,1806.73,1,0,urchin,1
1461,Produce_02400.jpg,19,1391.5,1862,1484.5,1961,1,0,covered_urchin,1
1462,Produce_02400.jpg,19,1862.75,2045,2048.75,2160,1,0,urchin,1
1463,Produce_02400.jpg,19,1910,1955,2013,2062.67,1,0,covered_urchin,1
1464,Produce_02400.jpg,19,1893,1856,2029,1984,1,0,urchin,1
1465,Produce_02400.jpg,19,2221.09,1880.55,2362.91,2018.64,1,0,urchin,1
1466,Produce_02400.jpg,19,2496.67,1562,2577.67,1648,1,0,covered_urchin,1
1467,Produce_02400.jpg,19,2555.2,1508.8,2671.2,1633.8,1,0,urchin,1
1468,Produce_02400.jpg,19,2651,1940.5,2881,2160,1,0,urchin,1
1469,Produce_02400.jpg,19,2774.33,1494,2999.33,1704,1,0,urchin,1
1470,Produce_02400.jpg,19,3012,1600,3209,1794,1,0,urchin,1
1471,Produce_02400.jpg,19,3087.5,1791.5,3181.5,1883,1,0,covered_urchin,1
1472,Produce_02400.jpg,19,2581.46,1989,2678.46,2082,1,0,covered_urchin,1
1473,Produce_02400.jpg,19,2948,1649.25,3014.25,1707,1,0,urchin,1
1474,Produce_02400.jpg,19,2372,1297,2497,1414,1,0,urchin,1
1475,Produce_02400.jpg,19,2584,1018,2781,1213,1,0,urchin,1
1476,Produce_02400.jpg,19,3285,1305.67,3356,1385.67,1,0,covered_urchin,1
1477,Produce_02400.jpg,19,3192,1163.11,3268,1238.11,1,0,covered_urchin,1
1478,Produce_02400.jpg,19,3111.67,949.333,3191.67,1027.33,1,0,covered_urchin,1
1479,Produce_02400.jpg,19,3316,843,3361,935,1,0,urchin,1
1480,Produce_02400.jpg,19,3338,584,3361,654,1,0,urchin,1
1481,Produce_02400.jpg,19,2891,536,3080,714,1,0,urchin,1
1482,Produce_02400.jpg,19,3084,126,3119,167,1,0,baby_star,1
1483,Produce_02400.jpg,19,2483.75,520,2573.75,617,1,0,urchin,1
1484,Produce_02400.jpg,19,2214,463.5,2313,558.5,1,0,urchin,1
1485,Produce_02400.jpg,19,2104,310,2279,489,1,0,urchin,1
1486,Produce_02400.jpg,19,2545.25,572.25,2648.25,677.25,1,0,covered_urchin,1
1487,Produce_02400.jpg,19,3162.67,514.889,3317.67,663.889,1,0,urchin,1
1488,Produce_02400.jpg,19,3339,259,3361,383,1,0,urchin,1
1489,Produce_02400.jpg,19,2851,327.889,2948,410.889,1,0,covered_urchin,1
1490,Produce_02400.jpg,19,2719,341,2819,443,1,0,covered_urchin,1
1491,Produce_02400.jpg,19,2523,236.833,2601,329.833,1,0,covered_urchin,1
1492,Produce_02400.jpg,19,2660,396,2709,452,1,0,covered_urchin,1
1493,Produce_02400.jpg,19,2564.17,-1.16667,2636.17,68.8333,1,0,covered_urchin,1
1494,Produce_02400.jpg,19,3176,302,3329,449,1,0,urchin,1
1495,Produce_02400.jpg,19,2176,858,2253,943,1,0,covered_urchin,1
1496,Produce_02400.jpg,19,2173.67,590.667,2255.67,674.667,1,0,covered_urchin,1
1497,Produce_02400.jpg,19,3232.6,1851.6,3319.6,1938.6,1,0,covered_urchin,1
1498,Produce_02400.jpg,19,1698.5,1610,1768.5,1682,1,0,covered_urchin,1
1499,Produce_02400.jpg,19,1861,1783,1935,1857,1,0,covered_urchin,1
1500,Produce_02400.jpg,19,1689.71,1092,1757.71,1169,1,0,covered_urchin,1
1501,Produce_02400.jpg,19,1436,1221.33,1514,1287.33,1,0,covered_urchin,1
1502,Produce_02400.jpg,19,1219.67,1141.67,1314.67,1207.67,1,0,covered_urchin,1
1503,Produce_02400.jpg,19,2613,1219,2685,1290,1,0,covered_urchin,1
1504,Produce_02520.jpg,20,878,1071,1007,1196,1,0,urchin,1
1505,Produce_02520.jpg,20,1541,832,1666,958,1,0,urchin,1
1506,Produce_02520.jpg,20,1837,1119,1876,1155,1,0,baby_star,1
1507,Produce_02520.jpg,20,858.778,361.778,999.778,499.778,1,0,urchin,1
1508,Produce_02520.jpg,20,727.4,412.4,917.4,594.4,1,0,urchin,1
1509,Produce_02520.jpg,20,750,601.5,861,711.5,1,0,urchin,1
1510,Produce_02520.jpg,20,789.5,853.917,1016.5,1079.92,1,0,covered_urchin,1
1511,Produce_02520.jpg,20,875.4,205.4,1003.4,336.4,1,0,urchin,1
1512,Produce_02520.jpg,20,672,-1,841,98,1,0,urchin,1
1513,Produce_02520.jpg,20,1083,237,1156,318,1,0,covered_urchin,1
1514,Produce_02520.jpg,20,1427,0,1577,133,1,0,urchin,1
1515,Produce_02520.jpg,20,1325.67,120.778,1403.67,189.778,1,0,covered_urchin,1
1516,Produce_02520.jpg,20,1239.71,280.286,1359.71,403.286,1,0,urchin,1
1517,Produce_02520.jpg,20,1670,111,1762,209,1,0,urchin,1
1518,Produce_02520.jpg,20,1449.6,120.4,1522.6,200.4,1,0,urchin,1
1519,Produce_02520.jpg,20,1400,647,1511,751,1,0,urchin,1
1520,Produce_02520.jpg,20,1572.43,563,1674.43,663,1,0,covered_urchin,1
1521,Produce_02520.jpg,20,1808,299,1915,410,1,0,covered_urchin,1
1522,Produce_02520.jpg,20,863,569,964,659,1,0,urchin,1
1523,Produce_02520.jpg,20,1334.33,1525.33,1524.33,1726.33,1,0,urchin,1
1524,Produce_02520.jpg,20,1052.17,1328.67,1144.17,1419.67,1,0,covered_urchin,1
1525,Produce_02520.jpg,20,982.125,1360.75,1063.13,1435.75,1,0,covered_urchin,1
1526,Produce_02520.jpg,20,956.667,1485,1031.67,1540,1,0,covered_urchin,1
1527,Produce_02520.jpg,20,959.8,1684,1069.8,1795,1,0,urchin,1
1528,Produce_02520.jpg,20,656,1615,771,1723,1,0,urchin,1
1529,Produce_02520.jpg,20,480,1736.33,606.333,1871.33,1,0,urchin,1
1530,Produce_02520.jpg,20,475,2089,658,2160,1,0,urchin,1
1531,Produce_02520.jpg,20,875,1960,1037,2138,1,0,urchin,1
1532,Produce_02520.jpg,20,918,2101,1101,2159,1,0,urchin,1
1533,Produce_02520.jpg,20,1132,1797,1268,1948,1,0,urchin,1
1534,Produce_02520.jpg,20,1351.82,1714.91,1452.82,1806.91,1,0,urchin,1
1535,Produce_02520.jpg,20,1390.13,1862,1483.13,1961,1,0,covered_urchin,1
1536,Produce_02520.jpg,20,1866.5,2045,2052.5,2160,1,0,urchin,1
1537,Produce_02520.jpg,20,1910,1955,2013,2064,1,0,covered_urchin,1
1538,Produce_02520.jpg,20,1893,1856,2029,1984,1,0,urchin,1
1539,Produce_02520.jpg,20,2221.73,1881.36,2363.27,2019.09,1,0,urchin,1
1540,Produce_02520.jpg,20,2498,1563,2579,1649,1,0,covered_urchin,1
1541,Produce_02520.jpg,20,2560.4,1520.6,2676.4,1645.6,1,0,urchin,1
1542,Produce_02520.jpg,20,2651,1945,2881,2160,1,0,urchin,1
1543,Produce_02520.jpg,20,2779,1508,3004,1718,1,0,urchin,1
1544,Produce_02520.jpg,20,2994.75,1601,3191.75,1795,1,0,urchin,1
1545,Produce_02520.jpg,20,3087.88,1792.38,3181.88,1885,1,0,covered_urchin,1
1546,Produce_02520.jpg,20,2580.92,1987,2677.92,2080,1,0,covered_urchin,1
1547,Produce_02520.jpg,20,2948,1652,3013,1707,1,0,urchin,1
1548,Produce_02520.jpg,20,2370,1311,2495,1428,1,0,urchin,1
1549,Produce_02520.jpg,20,2602,1017.67,2782.33,1212.67,1,0,urchin,1
1550,Produce_02520.jpg,20,3286,1306,3357,1386,1,0,covered_urchin,1
1551,Produce_02520.jpg,20,3192,1162.89,3268,1237.89,1,0,covered_urchin,1
1552,Produce_02520.jpg,20,3111.89,949.778,3191.89,1027.78,1,0,covered_urchin,1
1553,Produce_02520.jpg,20,3316.5,843,3361,935,1,0,urchin,1
1554,Produce_02520.jpg,20,3318,560,3361,684,1,0,urchin,1
1555,Produce_02520.jpg,20,2888,538.3,3077,716.3,1,0,urchin,1
1556,Produce_02520.jpg,20,3085,132,3120,173,1,0,baby_star,1
1557,Produce_02520.jpg,20,2488,516,2578,613,1,0,urchin,1
1558,Produce_02520.jpg,20,2214,463.333,2313,558.333,1,0,urchin,1
1559,Produce_02520.jpg,20,2098.5,313.5,2273.5,492.5,1,0,urchin,1
1560,Produce_02520.jpg,20,2548,573,2651,678,1,0,covered_urchin,1
1561,Produce_02520.jpg,20,3163,514.667,3318,663.667,1,0,urchin,1
1562,Produce_02520.jpg,20,3336,259,3361,383,1,0,urchin,1
1563,Produce_02520.jpg,20,2850,328.333,2947,411.333,1,0,covered_urchin,1
1564,Produce_02520.jpg,20,2717.33,342.667,2817.33,444.667,1,0,covered_urchin,1
1565,Produce_02520.jpg,20,2524,237,2602,330,1,0,covered_urchin,1
1566,Produce_02520.jpg,20,2657,402.5,2714,460,1,0,covered_urchin,1
1567,Produce_02520.jpg,20,2564,-1,2636,69,1,0,covered_urchin,1
1568,Produce_02520.jpg,20,3150,309,3325,456,1,0,urchin,1
1569,Produce_02520.jpg,20,2170,855,2247,940,1,0,covered_urchin,1
1570,Produce_02520.jpg,20,2173.33,590.833,2255.33,674.833,1,0,covered_urchin,1
1571,Produce_02520.jpg,20,3232,1851,3319,1938,1,0,covered_urchin,1
1572,Produce_02520.jpg,20,1698.67,1610.33,1768.67,1682.33,1,0,covered_urchin,1
1573,Produce_02520.jpg,20,1859,1792,1933,1866,1,0,covered_urchin,1
1574,Produce_02520.jpg,20,1689.29,1092,1757.29,1169,1,0,covered_urchin,1
